-4.333162e-01, 1.997048e+01, -1.075604e+01, 1.915784e+02, -1.448895e+00, 2.767320e+01, 3.085430e-01
-4.168668e+00, 2.084939e+01, -1.084394e+01, 1.924414e+02, -1.402621e+01, 3.057925e+01, 1.101655e+00
-9.595914e+00, 2.137673e+01, -1.084394e+01, 1.911917e+02, -3.232363e+01, 3.235956e+01, 1.892312e+00
-1.493527e+01, 2.177224e+01, -1.077802e+01, 1.882191e+02, -5.020530e+01, 3.373753e+01, 2.676965e+00
-2.014279e+01, 2.223367e+01, -8.317080e+00, 1.903041e+02, -6.980260e+01, 3.690623e+01, 3.484683e+00
-2.462521e+01, 2.207986e+01, -4.735537e+00, 1.932922e+02, -8.859896e+01, 3.919931e+01, 4.262003e+00
-2.893185e+01, 2.150857e+01, -5.387592e-01, 1.955141e+02, -1.080714e+02, 4.109366e+01, 5.036912e+00
-3.242550e+01, 2.056375e+01, 4.602842e+00, 1.990666e+02, -1.264558e+02, 4.325751e+01, 5.811371e+00
-3.605099e+01, 1.935525e+01, 1.049151e+01, 2.016035e+02, -1.467478e+02, 4.617265e+01, 6.586793e+00
-3.923703e+01, 1.731179e+01, 1.734698e+01, 2.039662e+02, -1.665704e+02, 4.783313e+01, 7.364821e+00
-4.189572e+01, 1.454324e+01, 2.576251e+01, 2.075981e+02, -1.862391e+02, 4.985085e+01, 8.139944e+00
-4.123654e+01, 2.271707e+01, 1.233722e+01, 1.945037e+02, -1.704944e+02, 6.400763e+01, 8.915691e+00
-4.123654e+01, 2.271707e+01, 1.233722e+01, 1.945037e+02, -1.704944e+02, 6.400763e+01, 9.695054e+00
-2.561398e+01, 3.385720e+01, -1.161298e+01, 1.888278e+02, -9.052779e+01, 7.581490e+01, 1.047081e+01
-1.537472e+01, 3.765847e+01, -1.811688e+01, 1.881798e+02, -5.174406e+01, 8.238756e+01, 1.124793e+01
-3.487515e+00, 4.069070e+01, -2.156659e+01, 1.878024e+02, -1.144541e+01, 8.915802e+01, 1.202295e+01
8.333774e+00, 4.262429e+01, -2.194013e+01, 1.865681e+02, 2.732967e+01, 9.513940e+01, 1.279869e+01
2.066043e+01, 4.337136e+01, -2.224774e+01, 1.761115e+02, 6.640803e+01, 9.727151e+01, 1.357587e+01
3.072391e+01, 4.264626e+01, -1.679852e+01, 1.740977e+02, 1.034700e+02, 1.012128e+02, 1.435393e+01
3.924930e+01, 4.029519e+01, -7.438173e+00, 1.744866e+02, 1.425580e+02, 1.059772e+02, 1.513218e+01
4.623661e+01, 3.605447e+01, 5.042295e+00, 1.748250e+02, 1.825391e+02, 1.104275e+02, 1.591004e+01
4.584110e+01, 3.680154e+01, 2.559385e+00, 1.724093e+02, 1.775470e+02, 1.089513e+02, 1.669216e+01
4.443485e+01, 3.702126e+01, -2.582216e+00, 1.681259e+02, 1.648415e+02, 1.007595e+02, 1.759304e+01
3.938114e+01, 3.647195e+01, -6.910830e+00, 1.733250e+02, 1.422752e+02, 9.178029e+01, 1.837592e+01
3.538211e+01, 3.519753e+01, -1.027265e+01, 1.747568e+02, 1.241111e+02, 8.235608e+01, 1.915892e+01
3.538211e+01, 3.519753e+01, -1.027265e+01, 1.747568e+02, 1.241111e+02, 8.235608e+01, 1.998904e+01
2.520877e+01, 3.126443e+01, -1.424970e+01, 1.801571e+02, 8.480920e+01, 6.395245e+01, 2.077696e+01
1.982547e+01, 2.871560e+01, -1.501874e+01, 1.820883e+02, 6.564730e+01, 5.461487e+01, 2.155812e+01
1.338748e+01, 2.599099e+01, -1.548017e+01, 1.830677e+02, 4.357064e+01, 4.525066e+01, 2.233950e+01
7.850375e+00, 2.315652e+01, -1.523847e+01, 1.824939e+02, 2.516204e+01, 3.615164e+01, 2.312572e+01
1.741977e+00, 1.997048e+01, -1.427167e+01, 1.812026e+02, 5.510842e+00, 2.632545e+01, 2.390360e+01
